data_type,N,D,p,data_seed,train_seed,n_components,n_prototypes_kept,n_items_kept,n_items_dropped,rsa_optB_spearman,rsa_optB_pearson,trustworthiness,continuity,cka,mqe,condition_id
manifold,1000,10,20,12,12009,1,20,1000,0,0.8370756611989604,0.8478309076017005,0.9053808329152032,0.9384646261916708,0.6910585524413023,3.1543947531131047,manifold_N1000_D10_p20
manifold,1000,100,20,13,13000,1,20,1000,0,0.6871451537501382,0.7121128145867162,0.8947732062217763,0.9282634219769192,0.580015046258628,13.622767222475806,manifold_N1000_D100_p20
manifold,1000,100,20,13,13001,1,20,1000,0,0.7095633545822878,0.7312985123209865,0.8995895634721526,0.9312694430506774,0.5500046350762793,13.511080119084495,manifold_N1000_D100_p20
manifold,1000,100,20,13,13002,1,20,1000,0,0.7036821946370241,0.7263716787448498,0.8880356246864024,0.9270486703462117,0.5588311746161552,13.624790037034504,manifold_N1000_D100_p20
manifold,1000,100,20,13,13003,1,20,1000,0,0.6952171142368128,0.718327850567943,0.8867355745107878,0.9282804816859007,0.5532372646126907,13.7847817126943,manifold_N1000_D100_p20
manifold,1000,100,20,13,13004,1,20,1000,0,0.7002166858342016,0.7244366331957041,0.898763171098846,0.9211680883090818,0.5422046264931525,13.567875929510299,manifold_N1000_D100_p20
manifold,1000,100,20,13,13005,1,20,1000,0,0.6965983497719266,0.7177581490457114,0.8987636728549925,0.9237521324636226,0.5550398562491919,13.625094754217846,manifold_N1000_D100_p20
manifold,1000,100,20,13,13006,1,20,1000,0,0.6883107420337055,0.710772404016937,0.8962097340692423,0.9270456598093326,0.5868667012295957,13.775652796796866,manifold_N1000_D100_p20
manifold,1000,100,20,13,13007,1,20,1000,0,0.7049484960919244,0.7264424289687524,0.8877992975413949,0.9251821374811842,0.5545087494792554,13.611813749307657,manifold_N1000_D100_p20
manifold,1000,100,20,13,13008,1,20,1000,0,0.7078639611973917,0.7309373863172484,0.895960863020572,0.9235735072754642,0.55146647785617,13.665280835047579,manifold_N1000_D100_p20
manifold,1000,100,20,13,13009,1,20,1000,0,0.7001343111755791,0.7226663741141198,0.8855037631710989,0.927236828901154,0.5722924207886116,13.767977211503553,manifold_N1000_D100_p20
manifold,1000,784,20,14,14000,1,20,1000,0,0.6721061097356655,0.6943121410151171,0.8923607626693427,0.9231324636226794,0.5209373578639093,36.85096459534368,manifold_N1000_D784_p20
manifold,1000,784,20,14,14001,1,20,1000,0,0.6581390312126694,0.6828177404432009,0.8948886101354742,0.9223657802308078,0.5166090604398099,37.08957095925877,manifold_N1000_D784_p20
manifold,1000,784,20,14,14002,1,20,1000,0,0.665742762346154,0.6873351116221397,0.8914786753637732,0.915082288008028,0.5316436702041594,37.14280413241788,manifold_N1000_D784_p20
manifold,1000,784,20,14,14003,1,20,1000,0,0.6659740670351535,0.6887783858719342,0.8983692925238335,0.9205835423983943,0.5294616515736568,36.77782781854063,manifold_N1000_D784_p20
manifold,1000,784,20,14,14004,1,20,1000,0,0.6787290088289961,0.7020765128698594,0.9013953838434521,0.9273577521324636,0.5210085224455789,36.81982849139806,manifold_N1000_D784_p20
manifold,1000,784,20,14,14005,1,20,1000,0,0.6627735566507418,0.6844856427928334,0.8953206221776217,0.9257812343201204,0.525793048909775,36.86417281745121,manifold_N1000_D784_p20
manifold,1000,784,20,14,14006,1,20,1000,0,0.6645172161410986,0.6873670007925851,0.8937014550928248,0.9239879578524837,0.5300324436449831,36.71601107423576,manifold_N1000_D784_p20
